a_0.5_0.2_0.8_0,10.0,0.2,0.8,1,0,1,1.0,0.0,0.5000812464952469,0.49991874903440475,0.4999187535047531,0.5000812464952469
a_0.5_0.2_0.8_0,10.0,0.2,0.8,0,1,1,0.0,1.0,0.2666653359681368,0.7333346623182296,0.2666653359681368,0.7333346640318632
a_0.5_0.2_0.8_0,10.0,0.2,0.8,2,0,2,1.0,0.0,0.6115757811069489,0.3884242230653763,0.3884242188930511,0.6115757811069489
a_0.5_0.2_0.8_0,10.0,0.2,0.8,0,2,2,0.0,1.0,0.18895331801380166,0.8110466808080673,0.18895331801380166,0.8110466819861983
a_0.5_0.2_0.8_0,10.0,0.2,0.8,10,0,10,1.0,0.0,0.9643510514497757,0.03564895341172814,0.03564894855022427,0.9643510514497757
a_0.5_0.2_0.8_0,10.0,0.2,0.8,0,10,10,0.0,1.0,0.0002245872376637855,0.9997754138708115,0.0002245872376637855,0.9997754127623362
a_0.5_0.2_0.8_0,10.0,0.2,0.8,20,0,20,1.0,0.0,0.9924478632211685,0.007552136903395876,0.007552136778831486,0.9924478632211685
a_0.5_0.2_0.8_0,10.0,0.2,0.8,0,20,20,0.0,1.0,0.00022674355575388075,0.999773251414299,0.00022674355575388075,0.9997732564442461
a_0.5_0.2_0.8_0,10.0,0.2,0.8,1,1,2,0.5,0.5,0.41314411282539365,0.5868558812141419,0.08685588717460635,0.9131441128253937
a_0.5_0.2_0.8_0,10.0,0.2,0.8,2,2,4,0.5,0.5,0.4406889483332634,0.559311053454876,0.059311051666736614,0.9406889483332634
a_0.5_0.2_0.8_0,10.0,0.2,0.8,10,10,20,0.5,0.5,0.4889560320973396,0.5110439720749855,0.011043967902660379,0.9889560320973396
a_0.5_0.2_0.8_0,10.0,0.2,0.8,20,20,40,0.5,0.5,0.4993109425750663,0.500689058303833,0.0006890574249336923,0.9993109425750664
a_0.5_0.2_0.8_0,10.0,0.2,0.8,2,1,3,0.6666666666666666,0.3333333333333333,0.5160244780778885,0.483975515961647,0.1506421885887781,0.8493578114112219
a_0.5_0.2_0.8_0,10.0,0.2,0.8,1,2,3,0.3333333333333333,0.6666666666666666,0.3521306286053732,0.6478693771362305,0.018797295272039882,0.9812027047279601
a_0.5_0.2_0.8_0,10.0,0.2,0.8,4,2,6,0.6666666666666666,0.3333333333333333,0.5669083904492436,0.43309161454439166,0.09975827621742306,0.9002417237825769
a_0.5_0.2_0.8_0,10.0,0.2,0.8,2,4,6,0.3333333333333333,0.6666666666666666,0.33935119978055356,0.6606488043069839,0.006017866447220244,0.9939821335527798
a_0.5_0.2_0.8_0,10.0,0.2,0.8,8,4,12,0.6666666666666666,0.3333333333333333,0.6139119374752045,0.38608806192874906,0.05275472919146218,0.9472452708085378
a_0.5_0.2_0.8_0,10.0,0.2,0.8,4,8,12,0.3333333333333333,0.6666666666666666,0.3517251245665466,0.6482748734951019,0.018391791233213273,0.9816082087667868
a_0.5_0.2_0.8_0,10.0,0.2,0.8,10,11,21,0.47619047619047616,0.5238095238095238,0.46466908400941065,0.5353309175372124,0.011521392181065515,0.9884786078189345
a_0.5_0.2_0.8_0,10.0,0.2,0.8,11,10,21,0.5238095238095238,0.47619047619047616,0.5185429227352142,0.4814570818841457,0.005266601074309651,0.9947333989256903
a_0.5_0.2_0.8_0,10.0,0.2,0.8,1,4,5,0.2,0.8,0.23703430902011915,0.7629657006263733,0.037034309020119144,0.9629656909798808
a_0.5_0.2_0.8_0,10.0,0.2,0.8,4,1,5,0.8,0.2,0.6480993703007707,0.3519006249308586,0.15190062969922935,0.8480993703007706
a_0.5_0.2_0.8_0,10.0,0.2,0.8,2,8,10,0.2,0.8,0.24615216521575348,0.7538478350639344,0.046152165215753466,0.9538478347842465
a_0.5_0.2_0.8_0,10.0,0.2,0.8,8,2,10,0.8,0.2,0.6917048995501617,0.30829509913921355,0.10829510044983837,0.8917048995501616
a_0.5_0.2_0.8_0,10.0,0.2,0.8,4,16,20,0.2,0.8,0.21715765067376197,0.7828423434495926,0.01715765067376196,0.982842349326238
a_0.5_0.2_0.8_0,10.0,0.2,0.8,16,4,20,0.8,0.2,0.753615483045578,0.24638451259583236,0.04638451695442203,0.953615483045578
a_0.5_0.5_0.5_0,10.0,0.2,0.8,1,0,1,1.0,0.0,0.6096827733516693,0.3903172269463539,0.3903172266483307,0.6096827733516693
a_0.5_0.5_0.5_0,10.0,0.2,0.8,0,1,1,0.0,1.0,0.4040337339043617,0.5959662693738937,0.4040337339043617,0.5959662660956383
a_0.5_0.5_0.5_0,10.0,0.2,0.8,2,0,2,1.0,0.0,0.697852008342743,0.30214799374341966,0.30214799165725703,0.697852008342743
a_0.5_0.5_0.5_0,10.0,0.2,0.8,0,2,2,0.0,1.0,0.31349835455417635,0.6865016406774521,0.31349835455417635,0.6865016454458237
a_0.5_0.5_0.5_0,10.0,0.2,0.8,10,0,10,1.0,0.0,0.998058397769928,0.0019416013203408511,0.0019416022300720037,0.998058397769928
a_0.5_0.5_0.5_0,10.0,0.2,0.8,0,10,10,0.0,1.0,0.00197824449498512,0.9980217552185059,0.00197824449498512,0.9980217555050149
a_0.5_0.5_0.5_0,10.0,0.2,0.8,20,0,20,1.0,0.0,0.9995247972011566,0.0004751981913250347,0.00047520279884338823,0.9995247972011566
a_0.5_0.5_0.5_0,10.0,0.2,0.8,0,20,20,0.0,1.0,0.0006448520419053238,0.9993551450967789,0.0006448520419053238,0.9993551479580947
a_0.5_0.5_0.5_0,10.0,0.2,0.8,1,1,2,0.5,0.5,0.5055690068006515,0.4944309961795807,0.0055690068006515325,0.9944309931993485
a_0.5_0.5_0.5_0,10.0,0.2,0.8,2,2,4,0.5,0.5,0.5020297631621361,0.4979702442884445,0.0020297631621361,0.9979702368378639
a_0.5_0.5_0.5_0,10.0,0.2,0.8,10,10,20,0.5,0.5,0.4803608660399914,0.5196391335129737,0.019639133960008603,0.9803608660399914
a_0.5_0.5_0.5_0,10.0,0.2,0.8,20,20,40,0.5,0.5,0.48684206008911135,0.513157932460308,0.01315793991088865,0.9868420600891114
a_0.5_0.5_0.5_0,10.0,0.2,0.8,2,1,3,0.6666666666666666,0.3333333333333333,0.5824607372283935,0.41753926515579226,0.0842059294382731,0.9157940705617269
a_0.5_0.5_0.5_0,10.0,0.2,0.8,1,2,3,0.3333333333333333,0.6666666666666666,0.42880051612854003,0.5711994767189026,0.09546718279520672,0.9045328172047933
a_0.5_0.5_0.5_0,10.0,0.2,0.8,4,2,6,0.6666666666666666,0.3333333333333333,0.6075251868367195,0.3924748158454895,0.05914147982994711,0.9408585201700529
a_0.5_0.5_0.5_0,10.0,0.2,0.8,2,4,6,0.3333333333333333,0.6666666666666666,0.39889184802770616,0.6011081540584564,0.06555851469437285,0.9344414853056271
a_0.5_0.5_0.5_0,10.0,0.2,0.8,8,4,12,0.6666666666666666,0.3333333333333333,0.6383276477456092,0.36167235240340234,0.02833901892105739,0.9716609810789426
a_0.5_0.5_0.5_0,10.0,0.2,0.8,4,8,12,0.3333333333333333,0.6666666666666666,0.35147298634052276,0.6485270226001739,0.01813965300718945,0.9818603469928106
a_0.5_0.5_0.5_0,10.0,0.2,0.8,10,11,21,0.47619047619047616,0.5238095238095238,0.4783854219317436,0.521614580154419,0.00219494574126744,0.9978050542587326
a_0.5_0.5_0.5_0,10.0,0.2,0.8,11,10,21,0.5238095238095238,0.47619047619047616,0.5270995151996613,0.47290048211812974,0.0032899913901374145,0.9967100086098626
a_0.5_0.5_0.5_0,10.0,0.2,0.8,1,4,5,0.2,0.8,0.30278798438608645,0.6972120106220245,0.10278798438608644,0.8972120156139136
a_0.5_0.5_0.5_0,10.0,0.2,0.8,4,1,5,0.8,0.2,0.7057716196775436,0.29422837945341596,0.0942283803224564,0.9057716196775436
